Location,Price,Rooms,Bathrooms,Car Parks,Furnishing,SizeType,SizeValue,Property Type Supergroup
Wangsa Maju,170000.0,3.0,1.0,1.0,Partly Furnished,Built-up,550.0,Flat
Taman Tun Dr Ismail,1080000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1400.0,Condominium
Setapak,650000.0,3.0,2.0,2.0,Partly Furnished,Built-up,2110.0,Serviced Residence
Setapak,420000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1272.0,Condominium
Setapak,360000.0,3.0,2.0,1.0,Partly Furnished,Built-up,903.0,Apartment
Kepong,465000.0,3.0,3.0,1.0,Partly Furnished,Land area,0.0,Terrace/Link House
Setapak,460000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1002.0,Serviced Residence
Wangsa Maju,180000.0,3.0,1.0,1.0,Partly Furnished,Built-up,550.0,Flat
Taman Tun Dr Ismail,1380000.0,2.0,3.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Taman Tun Dr Ismail,1700000.0,3.0,3.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Setapak,428000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1200.0,Condominium
Setapak,420000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1272.0,Condominium
Sentul,530000.0,3.0,2.0,2.0,Unfurnished,Built-up,1001.0,Serviced Residence
Mont Kiara,1280000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1605.0,Condominium
Taman Tun Dr Ismail,5350000.0,3.0,6.0,0.0,Unfurnished,Land area,7188.0,Bungalow
Mont Kiara,718000.0,3.0,1.0,1.0,Unfurnished,Built-up,633.0,Serviced Residence
Cheras,380000.0,3.0,2.0,1.0,Partly Furnished,Built-up,947.0,Condominium
Setapak,520000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1350.0,Condominium
Setapak,580000.0,3.0,2.0,3.0,Partly Furnished,Built-up,1600.0,Condominium
Bandar Damai Perdana,950000.0,3.0,4.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Ampang,1288000.0,2.0,4.0,1.0,Unfurnished,Built-up,3246.0,Condominium
Jalan Klang Lama (Old Klang Road),350000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1100.0,Condominium
Mont Kiara,1600000.0,2.0,3.0,0.0,Partly Furnished,Built-up,2002.0,Condominium
KLCC,1870000.0,3.0,3.0,2.0,Unfurnished,Built-up,1232.0,Condominium
KLCC,1450000.0,3.0,2.0,2.0,Unfurnished,Built-up,871.0,Condominium
Mont Kiara,2750000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3660.0,Condominium
Jalan Klang Lama (Old Klang Road),4024000.0,2.0,5.0,4.0,Fully Furnished,Built-up,4024.0,Condominium
Jalan Klang Lama (Old Klang Road),350000.0,3.0,2.0,0.0,Partly Furnished,Built-up,950.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),540000.0,3.0,1.0,0.0,Partly Furnished,Built-up,797.0,Serviced Residence
KL City,585000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1108.0,Condominium
Cheras,470000.0,3.0,2.0,1.0,Partly Furnished,Built-up,719.0,Serviced Residence
Jalan Ipoh,560000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1011.0,Condominium
City Centre,590000.0,3.0,1.0,1.0,Fully Furnished,Built-up,569.0,Serviced Residence
Jalan Ipoh,430000.0,3.0,1.0,1.0,Fully Furnished,Built-up,698.0,Condominium
Dutamas,1600000.0,2.0,4.0,3.0,Partly Furnished,Built-up,3020.0,Condominium
Cheras,940000.0,3.0,2.0,2.0,Unfurnished,Land area,1272.0,Serviced Residence
Sentul,430000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1160.0,Condominium
Setapak,1900000.0,2.0,4.0,4.0,Fully Furnished,Built-up,2500.0,Condominium
Jalan Ipoh,500000.0,3.0,2.0,2.0,Unfurnished,Built-up,1037.0,Condominium
Jalan Ipoh,549000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1011.0,Condominium
Jalan Ipoh,860000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1420.0,Condominium
Cheras,510000.0,3.0,2.0,0.0,Fully Furnished,Built-up,719.0,Serviced Residence
Cheras,500000.0,2.0,2.0,1.0,Unfurnished,Built-up,774.0,Serviced Residence
Mont Kiara,2400000.0,2.0,4.0,3.0,Partly Furnished,Built-up,3055.0,Condominium
Cheras,1050000.0,1.0,1.0,1.0,Partly Furnished,Built-up,915.0,Serviced Residence
Cheras,595000.0,3.0,2.0,0.0,Unfurnished,Built-up,900.0,Serviced Residence
Bandar Menjalara,2990000.0,2.0,5.0,5.0,Partly Furnished,Built-up,6759.0,Condominium
Sungai Besi,1800.0,3.0,2.0,1.0,Unfurnished,Built-up,937.0,Condominium
Sungai Besi,668000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1025.0,Serviced Residence
Sri Hartamas,4680000.0,2.0,6.0,2.0,Fully Furnished,Built-up,5695.0,Terrace/Link House
Desa ParkCity,2400000.0,3.0,5.0,1.0,Partly Furnished,Land area,1760.0,Terrace/Link House
Taman Tun Dr Ismail,1088000.0,3.0,1.0,0.0,Partly Furnished,Built-up,718.0,Serviced Residence
Taman Desa,640000.0,3.0,2.0,1.0,Partly Furnished,Built-up,935.0,Serviced Residence
Cheras,928000.0,3.0,4.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Cheras,1700000.0,10.0,5.0,0.0,Partly Furnished,Land area,5000.0,Terrace/Link House
Cheras,518000.0,3.0,3.0,30.0,Partly Furnished,Land area,1080.0,Terrace/Link House
Cheras,750000.0,3.0,3.0,3.0,Partly Furnished,Land area,1200.0,Terrace/Link House
KLCC,3090000.0,2.0,4.0,1.0,Fully Furnished,Built-up,2535.0,Serviced Residence
Cheras,850000.0,3.0,3.0,4.0,Fully Furnished,Land area,0.0,Terrace/Link House
Taman Tun Dr Ismail,1062720.0,3.0,2.0,0.0,Unfurnished,Built-up,783.0,Serviced Residence
Mont Kiara,2690000.0,2.0,5.0,0.0,Partly Furnished,Built-up,3169.0,Condominium
Seputeh,899000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1087.0,Condominium
Pandan Indah,168000.0,3.0,1.0,0.0,Unfurnished,Built-up,650.0,Flat
Mont Kiara,1198000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1756.0,Condominium
Kepong,650000.0,3.0,2.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Brickfields,470000.0,3.0,2.0,0.0,Unfurnished,Land area,890.0,Apartment
Setapak,570000.0,3.0,2.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
Taman Tun Dr Ismail,766700.0,3.0,1.0,0.0,Partly Furnished,Built-up,530.0,Serviced Residence
Mont Kiara,1750000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2038.0,Condominium
Mont Kiara,2738000.0,2.0,5.0,2.0,Partly Furnished,Built-up,3043.0,Condominium
Mont Kiara,1650000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1496.0,Condominium
Setapak,550000.0,3.0,2.0,0.0,Unfurnished,Built-up,1313.0,Condominium
KLCC,2360000.0,2.0,4.0,2.0,Unfurnished,Built-up,2245.0,Condominium
KLCC,1998000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1650.0,Serviced Residence
KLCC,3050000.0,2.0,4.0,2.0,Unfurnished,Built-up,2906.0,Condominium
Setapak,420000.0,3.0,1.0,0.0,Unfurnished,Built-up,682.0,Serviced Residence
Mid Valley City,1350000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1367.0,Condominium
Mid Valley City,1350000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1367.0,Condominium
Mid Valley City,1356000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1356.0,Condominium
KLCC,4683000.0,2.0,4.0,2.0,Fully Furnished,Built-up,2230.0,Condominium
Sri Hartamas,520000.0,3.0,1.0,0.0,Unfurnished,Built-up,595.0,Serviced Residence
Ampang Hilir,1010000.0,1.0,1.0,1.0,Fully Furnished,Built-up,942.0,Serviced Residence
Jalan Ipoh,561100.0,2.0,4.0,4.0,Unfurnished,Built-up,1879.0,Condominium
Sri Petaling,2400000.0,3.0,5.0,0.0,Fully Furnished,Land area,4000.0,Semi-detached House
Cheras,678000.0,3.0,3.0,2.0,Partly Furnished,Land area,1650.0,Terrace/Link House
KLCC,3180000.0,2.0,5.0,2.0,Fully Furnished,Built-up,1806.0,Serviced Residence
Ampang,3800000.0,3.0,6.0,0.0,Partly Furnished,Land area,6400.0,Bungalow
Bukit Jalil,1050000.0,2.0,2.0,2.0,Unfurnished,Built-up,2100.0,Condominium
Damansara Heights,1280000.0,2.0,3.0,3.0,Partly Furnished,Built-up,1573.0,Serviced Residence
Ampang Hilir,565000.0,3.0,1.0,0.0,Fully Furnished,Built-up,502.0,Serviced Residence
Bukit Tunku (Kenny Hills),30000000.0,4.0,10.0,0.0,Partly Furnished,Land area,36000.0,Bungalow
Kepong,528000.0,2.0,2.0,3.0,Unfurnished,Land area,0.0,Terrace/Link House
Kepong,528000.0,3.0,2.0,3.0,Unfurnished,Land area,0.0,Terrace/Link House
Bangsar,4200000.0,2.0,5.0,0.0,Partly Furnished,Built-up,3239.0,Condominium
KL Sentral,2500000.0,3.0,5.0,0.0,Partly Furnished,Built-up,3000.0,Condominium
Mid Valley City,2800000.0,3.0,2.0,0.0,Fully Furnished,Built-up,2637.0,Condominium
Mid Valley City,1330000.0,2.0,4.0,1.0,Fully Furnished,Built-up,1356.0,Condominium
Bangsar,5900000.0,3.0,6.0,0.0,Partly Furnished,Land area,6565.0,Bungalow
Taman Desa,993000.0,3.0,2.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Taman Desa,1450000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2200.0,Condominium
Damansara Heights,5800000.0,3.0,7.0,4.0,Partly Furnished,Land area,8000.0,Bungalow
KLCC,13000000.0,2.0,6.0,6.0,Partly Furnished,Land area,13000.0,Bungalow
Bangsar,3886800.0,2.0,4.0,2.0,Partly Furnished,Built-up,3200.0,Condominium
Taman Desa,1550000.0,2.0,4.0,2.0,Fully Furnished,Built-up,2200.0,Condominium
Bangsar,4200000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3239.0,Condominium
Taman Desa,490000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1250.0,Condominium
Sentul,174600.0,3.0,2.0,0.0,Unfurnished,Built-up,506.0,Terrace/Link House
KLCC,2750000.0,1.0,2.0,1.0,Fully Furnished,Built-up,1087.0,Serviced Residence
Jalan Ipoh,193500.0,3.0,2.0,0.0,Unfurnished,Built-up,560.0,Terrace/Link House
Bangsar,1100000.0,3.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Bukit Tunku (Kenny Hills),1380000.0,2.0,2.0,2.0,Unfurnished,Built-up,1830.0,Condominium
Sri Petaling,800000.0,3.0,5.0,3.0,Partly Furnished,Built-up,1678.0,Condominium
Sri Petaling,880000.0,3.0,5.0,3.0,Partly Furnished,Built-up,1841.0,Condominium
Sri Petaling,1100000.0,3.0,5.0,3.0,Partly Furnished,Built-up,2024.0,Condominium
Mont Kiara,865000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1248.0,Serviced Residence
Bangsar South,710000.0,3.0,2.0,1.0,Fully Furnished,Built-up,815.0,Serviced Residence
Mont Kiara,1320000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1200.0,Condominium
Bukit Tunku (Kenny Hills),1180000.0,2.0,2.0,2.0,Unfurnished,Built-up,1840.0,Condominium
Jalan Klang Lama (Old Klang Road),380000.0,3.0,3.0,1.0,Partly Furnished,Built-up,950.0,Serviced Residence
Bandar Tasik Selatan,660000.0,3.0,3.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Mont Kiara,820000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1268.0,Condominium
Mont Kiara,1430000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1414.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),315000.0,3.0,2.0,1.0,Partly Furnished,Built-up,941.0,Condominium
Bangsar,1590000.0,3.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
KL City,1550000.0,3.0,3.0,0.0,Unfurnished,Land area,3200.0,Terrace/Link House
Mont Kiara,1550000.0,2.0,5.0,3.0,Unfurnished,Built-up,2552.0,Condominium
KLCC,1400000.0,3.0,2.0,0.0,Unfurnished,Built-up,1050.0,Serviced Residence
Bukit Jalil,505000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1224.0,Condominium
Setiawangsa,176000.0,3.0,1.0,1.0,Partly Furnished,Land area,549.0,Flat
Dutamas,1250000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1238.0,Serviced Residence
Mont Kiara,4300000.0,3.0,5.0,3.0,Partly Furnished,Built-up,3671.0,Condominium
Cheras,605000.0,3.0,4.0,2.0,Partly Furnished,Built-up,2100.0,Condominium
KLCC,1560000.0,3.0,4.0,2.0,Partly Furnished,Land area,2230.0,Condominium
Sentul,650000.0,2.0,3.0,2.0,Unfurnished,Built-up,1231.0,Condominium
Sentul,380000.0,3.0,2.0,1.0,Unfurnished,Built-up,1067.0,Condominium
Bukit Jalil,580000.0,3.0,2.0,1.0,Partly Furnished,Land area,1224.0,Condominium
Sentul,590000.0,2.0,2.0,2.0,Partly Furnished,Built-up,1355.0,Condominium
Pantai,725000.0,3.0,2.0,1.0,Fully Furnished,Built-up,900.0,Serviced Residence
Sentul,500000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1081.0,Condominium
Sentul,520000.0,3.0,2.0,2.0,Unfurnished,Built-up,1081.0,Condominium
Sentul,1300000.0,3.0,3.0,0.0,Partly Furnished,Built-up,2750.0,Condominium
Mont Kiara,630000.0,3.0,2.0,0.0,Unfurnished,Built-up,1055.0,Condominium
KL Sentral,1350000.0,2.0,3.0,0.0,Fully Furnished,Built-up,1584.0,Condominium
KL Sentral,1400000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1459.0,Condominium
KL Sentral,1500000.0,2.0,3.0,0.0,Fully Furnished,Built-up,1532.0,Condominium
KL Sentral,1000000.0,1.0,1.0,1.0,Fully Furnished,Built-up,913.0,Condominium
Kepong,1200000.0,3.0,4.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Sentul,1000000.0,2.0,4.0,2.0,Unknown,Built-up,1488.0,Condominium
Sentul,1400000.0,2.0,4.0,2.0,Unknown,Built-up,1554.0,Condominium
Bukit Jalil,1280000.0,3.0,5.0,0.0,Partly Furnished,Built-up,3200.0,Terrace/Link House
KLCC,1818500.0,3.0,3.0,0.0,Unfurnished,Built-up,2250.0,Condominium
Sri Hartamas,3200000.0,3.0,3.0,0.0,Unfurnished,Land area,1507.0,Terrace/Link House
Sungai Besi,1200000.0,3.0,4.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Ampang,1750000.0,3.0,6.0,0.0,Unfurnished,Land area,3250.0,Semi-detached House
KLCC,5200000.0,3.0,5.0,4.0,Partly Furnished,Built-up,4354.0,Condominium
Sri Hartamas,3200000.0,3.0,3.0,0.0,Unfurnished,Land area,1507.0,Terrace/Link House
Setiawangsa,1550000.0,3.0,3.0,5.0,Partly Furnished,Land area,0.0,Terrace/Link House
Keramat,820000.0,2.0,3.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,2990000.0,3.0,5.0,0.0,Partly Furnished,Built-up,3656.0,Terrace/Link House
Desa ParkCity,4200000.0,2.0,6.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Mont Kiara,3450000.0,3.0,6.0,3.0,Fully Furnished,Built-up,3720.0,Condominium
OUG,2800000.0,4.0,8.0,0.0,Fully Furnished,Land area,3500.0,Semi-detached House
Desa Pandan,1300000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1539.0,Serviced Residence
Bukit Jalil,400000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1091.0,Condominium
Taman Desa,470000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1210.0,Condominium
Bandar Tasik Selatan,190000.0,3.0,2.0,0.0,Partly Furnished,Built-up,730.0,Flat
Bukit Jalil,470000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1091.0,Condominium
Mont Kiara,1180000.0,2.0,3.0,1.0,Fully Furnished,Built-up,2036.0,Condominium
Mont Kiara,1700000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1756.0,Condominium
Dutamas,1180000.0,1.0,2.0,1.0,Fully Furnished,Built-up,1058.0,Condominium
Mont Kiara,1300000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2036.0,Condominium
Mont Kiara,2700.0,3.0,1.0,1.0,Fully Furnished,Built-up,462.0,Serviced Residence
Mont Kiara,2300000.0,2.0,6.0,2.0,Fully Furnished,Built-up,3400.0,Condominium
Dutamas,1500000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1700.0,Condominium
Mont Kiara,3600000.0,3.0,4.0,2.0,Fully Furnished,Built-up,4090.0,Condominium
Mont Kiara,1300000.0,1.0,1.0,4.0,Fully Furnished,Built-up,1514.0,Condominium
Sri Hartamas,3150000.0,3.0,5.0,4.0,Fully Furnished,Built-up,3466.0,Condominium
Mont Kiara,1220000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1029.0,Serviced Residence
Kuchai Lama,610000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1570.0,Condominium
Sri Hartamas,3600000.0,3.0,6.0,0.0,Partly Furnished,Built-up,5695.0,Terrace/Link House
Bukit Bintang,635000.0,3.0,2.0,0.0,Unfurnished,Built-up,899.0,Serviced Residence
Mont Kiara,2380000.0,2.0,5.0,3.0,Unfurnished,Built-up,2973.0,Condominium
Bangsar,6500000.0,3.0,6.0,0.0,Unfurnished,Land area,13066.0,Bungalow
Mont Kiara,1690000.0,2.0,4.0,2.0,Unfurnished,Built-up,1878.0,Condominium
Mont Kiara,2400000.0,2.0,5.0,3.0,Unfurnished,Built-up,2973.0,Condominium
Mont Kiara,11900000.0,4.0,6.0,0.0,Fully Furnished,Land area,9700.0,Bungalow
Mont Kiara,2300000.0,3.0,5.0,0.0,Partly Furnished,Land area,3122.0,Terrace/Link House
Mont Kiara,998000.0,3.0,2.0,1.0,Fully Furnished,Built-up,986.0,Serviced Residence
Mont Kiara,650000.0,3.0,1.0,1.0,Fully Furnished,Built-up,743.0,Serviced Residence
Cheras,1290000.0,3.0,3.0,3.0,Partly Furnished,Land area,2186.0,Terrace/Link House
Cheras,638000.0,3.0,3.0,1.0,Unfurnished,Land area,0.0,Terrace/Link House
Cheras,630000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Cheras,675000.0,3.0,3.0,2.0,Partly Furnished,Land area,1200.0,Terrace/Link House
Cheras,546888.0,3.0,2.0,2.0,Unfurnished,Built-up,840.0,Condominium
Jalan Kuching,470000.0,3.0,2.0,1.0,Unfurnished,Built-up,1050.0,Condominium
Damansara Heights,4800000.0,3.0,4.0,0.0,Partly Furnished,Land area,5900.0,Bungalow
Mont Kiara,2718000.0,4.0,6.0,5.0,Partly Furnished,Built-up,4530.0,Condominium
Cheras,668000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Mont Kiara,4800000.0,3.0,6.0,0.0,Fully Furnished,Land area,4800.0,Semi-detached House
Mont Kiara,4300000.0,3.0,6.0,0.0,Fully Furnished,Land area,3100.0,Semi-detached House
Mont Kiara,4000000.0,3.0,6.0,0.0,Partly Furnished,Land area,3100.0,Semi-detached House
Taman Desa,600000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1000.0,Condominium
Kuchai Lama,600000.0,3.0,2.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Kuchai Lama,830000.0,2.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Jalan Klang Lama (Old Klang Road),345000.0,3.0,2.0,1.0,Unfurnished,Built-up,932.0,Condominium
Jalan Klang Lama (Old Klang Road),515000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1043.0,Apartment
Bukit Jalil,2680000.0,3.0,7.0,0.0,Partly Furnished,Land area,9850.0,Bungalow
Kuchai Lama,600000.0,3.0,2.0,2.0,Partly Furnished,Built-up,986.0,Condominium
Kepong,1300000.0,3.0,4.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Sri Hartamas,3000000.0,2.0,5.0,0.0,Partly Furnished,Built-up,3983.0,Condominium
Sri Hartamas,2150000.0,2.0,4.0,0.0,Fully Furnished,Built-up,2573.0,Condominium
Sri Hartamas,2750000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3466.0,Condominium
Jalan Klang Lama (Old Klang Road),330000.0,3.0,2.0,1.0,Partly Furnished,Built-up,950.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),580000.0,3.0,2.0,1.0,Unfurnished,Built-up,852.0,Serviced Residence
Seputeh,3300000.0,3.0,8.0,0.0,Partly Furnished,Land area,3630.0,Bungalow
Dutamas,718000.0,3.0,1.0,0.0,Fully Furnished,Built-up,672.0,Serviced Residence
Dutamas,1180000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1236.0,Serviced Residence
Dutamas,1100000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1060.0,Serviced Residence
Jalan Ipoh,486000.0,3.0,2.0,0.0,Unfurnished,Built-up,978.0,Condominium
Dutamas,800000.0,2.0,3.0,3.0,Partly Furnished,Built-up,1630.0,Condominium
Bukit Tunku (Kenny Hills),35000000.0,3.0,8.0,6.0,Partly Furnished,Land area,35000.0,Bungalow
Cheras,490000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1207.0,Condominium
Ampang Hilir,4700000.0,4.0,7.0,6.0,Partly Furnished,Land area,8008.0,Bungalow
Mont Kiara,498200.0,3.0,2.0,0.0,Unfurnished,Built-up,1010.0,Serviced Residence
Cheras,170000.0,3.0,1.0,0.0,Partly Furnished,Built-up,625.0,Flat
Cheras,180000.0,3.0,1.0,0.0,Partly Furnished,Land area,570.0,Condominium
Sri Petaling,430000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1130.0,Condominium
Wangsa Maju,1300000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1978.0,Condominium
Sri Hartamas,3900000.0,3.0,6.0,0.0,Partly Furnished,Land area,4020.0,Terrace/Link House
Sri Hartamas,4300000.0,3.0,6.0,0.0,Fully Furnished,Built-up,4300.0,Terrace/Link House
Sri Hartamas,4000000.0,3.0,6.0,0.0,Partly Furnished,Built-up,3774.0,Terrace/Link House
Sri Hartamas,4100000.0,3.0,6.0,0.0,Partly Furnished,Built-up,4100.0,Semi-detached House
Sri Hartamas,4300000.0,3.0,6.0,0.0,Partly Furnished,Built-up,4100.0,Semi-detached House
Sri Hartamas,7000000.0,7.0,8.0,0.0,Partly Furnished,Land area,6500.0,Bungalow
Sri Hartamas,8000000.0,7.0,8.0,0.0,Partly Furnished,Land area,7500.0,Bungalow
Mont Kiara,750000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1088.0,Serviced Residence
Mont Kiara,770000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1248.0,Serviced Residence
Kepong,1500000.0,3.0,4.0,0.0,Partly Furnished,Land area,1400.0,Terrace/Link House
Taman Duta,23000000.0,4.0,6.0,0.0,Partly Furnished,Land area,32000.0,Bungalow
Bukit Jalil,330000.0,3.0,2.0,0.0,Partly Furnished,Built-up,729.0,Apartment
Taman Tun Dr Ismail,1150000.0,2.0,2.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Mont Kiara,2600000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3317.0,Condominium
Pantai,268000.0,3.0,2.0,0.0,Partly Furnished,Built-up,705.0,Flat
Bukit Jalil,420000.0,3.0,2.0,1.0,Unfurnished,Built-up,952.0,Apartment
Cheras,430000.0,3.0,2.0,2.0,Partly Furnished,Built-up,850.0,Condominium
Jalan Ipoh,561100.0,3.0,3.0,0.0,Unfurnished,Built-up,1879.0,Condominium
Cheras,429800.0,3.0,2.0,1.0,Partly Furnished,Built-up,885.0,Condominium
Jalan Klang Lama (Old Klang Road),500000.0,3.0,3.0,2.0,Unfurnished,Built-up,1250.0,Condominium
Mont Kiara,810000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1583.0,Serviced Residence
Mont Kiara,950000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1583.0,Serviced Residence
Cheras,455000.0,3.0,2.0,1.0,Partly Furnished,Built-up,850.0,Condominium
Bukit Bintang,1100000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1488.0,Condominium
Jalan Ipoh,1900000.0,3.0,5.0,0.0,Fully Furnished,Land area,0.0,Semi-detached House
Jalan Klang Lama (Old Klang Road),3100000.0,3.0,3.0,0.0,Unfurnished,Land area,6490.0,Bungalow
Jalan Klang Lama (Old Klang Road),3300000.0,3.0,6.0,0.0,Fully Furnished,Land area,6600.0,Bungalow
Bangsar,4398000.0,3.0,4.0,0.0,Partly Furnished,Land area,6240.0,Bungalow
Taman Tun Dr Ismail,1480000.0,2.0,3.0,2.0,Unfurnished,Land area,1800.0,Terrace/Link House
Mont Kiara,850000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1280.0,Condominium
Bangsar,6250000.0,3.0,6.0,6.0,Partly Furnished,Land area,10150.0,Bungalow
Bangsar,6500000.0,2.0,3.0,0.0,Partly Furnished,Land area,6000.0,Bungalow
Bangsar,5000000.0,3.0,5.0,0.0,Partly Furnished,Land area,6700.0,Bungalow
Bangsar,6500000.0,3.0,5.0,2.0,Partly Furnished,Land area,6200.0,Bungalow
Bangsar,1490000.0,3.0,2.0,1.0,Partly Furnished,Land area,2200.0,Townhouse
Kuchai Lama,340000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1067.0,Condominium
Kuchai Lama,348000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1067.0,Condominium
Sungai Besi,1400000.0,2.0,6.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Taman Desa,680000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1235.0,Condominium
Sri Petaling,1150000.0,3.0,3.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Sri Petaling,1150000.0,3.0,3.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Bukit Jalil,1050000.0,3.0,3.0,2.0,Partly Furnished,Built-up,1301.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),1080000.0,2.0,3.0,2.0,Unfurnished,Built-up,1875.0,Condominium
Jalan Klang Lama (Old Klang Road),1050000.0,2.0,4.0,2.0,Unfurnished,Built-up,1875.0,Condominium
Jalan Klang Lama (Old Klang Road),1280000.0,2.0,4.0,3.0,Partly Furnished,Built-up,2128.0,Condominium
Jalan Klang Lama (Old Klang Road),1388000.0,2.0,4.0,3.0,Unfurnished,Built-up,2638.0,Condominium
Bangsar,6900000.0,3.0,5.0,0.0,Fully Furnished,Land area,10157.0,Bungalow
Jalan Klang Lama (Old Klang Road),3680000.0,3.0,6.0,8.0,Unfurnished,Built-up,6503.0,Condominium
Segambut,630000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1381.0,Condominium
Bangsar,7800000.0,2.0,4.0,3.0,Fully Furnished,Built-up,4026.0,Condominium
Damansara Heights,3900000.0,3.0,4.0,2.0,Unfurnished,Land area,4000.0,Semi-detached House
Mont Kiara,850000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1228.0,Condominium
Seputeh,468000.0,3.0,1.0,1.0,Unfurnished,Built-up,800.0,Condominium
Ampang,558000.0,3.0,1.0,2.0,Partly Furnished,Built-up,560.0,Serviced Residence
